Crop,Year,State,Area ('000 Hectares),Production ('000 Tonnes),Yield (Kg per Ha))
Sorghum (Jowar),2009-10,Madhya Pradesh,445.90,564.90,1266.88
Sorghum (Jowar),2010-11,Madhya Pradesh,432.00,616.00,1425.93
Sorghum (Jowar),2011-12,Madhya Pradesh,394.50,614.50,1557.67
Sorghum (Jowar),2012-13,Madhya Pradesh,285.90,575.00,2011.19
Sorghum (Jowar),2013-14,Madhya Pradesh,254.70,373.30,1465.65
Sorghum (Jowar),2014-15,Madhya Pradesh,220.00,377.00,1713.64
Sorghum (Jowar),2015-16,Madhya Pradesh,205.00,400.00,1951.22
Sorghum (Jowar),2016-17,Madhya Pradesh,220.00,378.62,1721.00
Sorghum (Jowar),2017-18,Madhya Pradesh,270.00,570.12,2111.55
Sorghum (Jowar),2018-19,Madhya Pradesh,75.00,164.18,2189.00
Sorghum (Jowar),2019-20,Madhya Pradesh,108.00,165.13,1529.00
Sorghum (Jowar),1966-67,Maharashtra,6131.20,3208.10,523.24
Sorghum (Jowar),1967-68,Maharashtra,6246.20,3392.90,543.19
Sorghum (Jowar),1968-69,Maharashtra,6290.10,3548.90,564.20
Sorghum (Jowar),1969-70,Maharashtra,6090.80,3214.20,527.71
Sorghum (Jowar),1970-71,Maharashtra,5783.90,1591.20,275.11
Sorghum (Jowar),1971-72,Maharashtra,6169.00,1931.50,313.10
Sorghum (Jowar),1972-73,Maharashtra,4994.40,1245.70,249.42
Sorghum (Jowar),1973-74,Maharashtra,6102.50,2835.40,464.63
Sorghum (Jowar),1974-75,Maharashtra,6057.10,3651.80,602.90
Sorghum (Jowar),1975-76,Maharashtra,6152.30,3455.40,561.64
Sorghum (Jowar),1976-77,Maharashtra,6439.30,4710.20,731.48
Sorghum (Jowar),1977-78,Maharashtra,6638.50,5109.70,769.71
Sorghum (Jowar),1978-79,Maharashtra,6524.20,4881.40,748.20
Sorghum (Jowar),1979-80,Maharashtra,6825.00,5464.00,800.59
Sorghum (Jowar),1980-81,Maharashtra,6437.90,4427.50,687.72
Sorghum (Jowar),1981-82,Maharashtra,6577.90,4891.10,743.57
Sorghum (Jowar),1982-83,Maharashtra,6647.00,4652.50,699.94
Sorghum (Jowar),1983-84,Maharashtra,6540.50,4678.40,715.30
Sorghum (Jowar),1984-85,Maharashtra,6561.80,4802.40,731.87
Sorghum (Jowar),1985-86,Maharashtra,6625.60,3922.70,592.05
Sorghum (Jowar),1986-87,Maharashtra,6334.80,3092.40,488.16
Sorghum (Jowar),1987-88,Maharashtra,6662.80,5951.90,893.30
Sorghum (Jowar),1988-89,Maharashtra,6185.10,4277.90,691.65
Sorghum (Jowar),1989-90,Maharashtra,6427.80,6635.10,1032.25
Sorghum (Jowar),1990-91,Maharashtra,6331.10,5948.00,939.49
Sorghum (Jowar),1991-92,Maharashtra,5485.10,3390.10,618.06
Sorghum (Jowar),1992-93,Maharashtra,5921.00,6687.60,1129.47
Sorghum (Jowar),1993-94,Maharashtra,6165.00,5976.20,969.38
Sorghum (Jowar),1994-95,Maharashtra,5351.40,4580.80,856.00
Sorghum (Jowar),1995-96,Maharashtra,5557.30,4940.10,888.94
Sorghum (Jowar),1996-97,Maharashtra,5692.00,6245.50,1097.24
Sorghum (Jowar),1997-98,Maharashtra,5500.30,3780.30,687.29
Sorghum (Jowar),1998-99,Maharashtra,4775.10,4483.50,938.93
Sorghum (Jowar),1999-00,Maharashtra,5190.70,4692.70,904.06
Sorghum (Jowar),2000-01      ,Maharashtra,5094.00,3988.00,782.88
Sorghum (Jowar),2001-02         ,Maharashtra,5137.30,3910.10,761.12
Sorghum (Jowar),2002-03  ,Maharashtra,4804.00,3882.00,808.08
Sorghum (Jowar),2003-04,Maharashtra,4440.00,2888.00,650.45
Sorghum (Jowar),2004-05,Maharashtra,4756.00,3624.00,761.98
Sorghum (Jowar),2005-06,Maharashtra,4740.00,3904.00,823.63
Sorghum (Jowar),2006-07,Maharashtra,4618.00,3772.00,816.80
Sorghum (Jowar),2007-08,Maharashtra,4148.00,4003.00,965.04
Sorghum (Jowar),2008-09,Maharashtra,4071.00,3586.60,881.01
Sorghum (Jowar),2009-10,Maharashtra,4176.00,3566.00,853.93
Sorghum (Jowar),2010-11,Maharashtra,4060.00,3452.00,850.25
Sorghum (Jowar),2011-12,Maharashtra,3279.00,2693.00,821.29
Sorghum (Jowar),2012-13,Maharashtra,3162.00,1935.31,612.05
Sorghum (Jowar),2013-14,Maharashtra,2862.00,2266.78,792.03
Sorghum (Jowar),2014-15,Maharashtra,3288.00,2109.00,641.42
Sorghum (Jowar),2015-16,Maharashtra,3218.00,1352.26,420.22
Sorghum (Jowar),2016-17,Maharashtra,3050.70,2170.38,711.44
Sorghum (Jowar),2017-18,Maharashtra,2231.30,1606.69,720.07
Sorghum (Jowar),2018-19,Maharashtra,1631.60,872.48,534.74
Sorghum (Jowar),2019-20,Maharashtra,2290.58,1807.51,789.11
Sorghum (Jowar),1998-99,Nagaland,1.00,0.80,800.00
Sorghum (Jowar),1999-00,Nagaland,1.50,1.30,866.67
Sorghum (Jowar),2000-01      ,Nagaland,1.50,1.30,866.67
Sorghum (Jowar),2001-02         ,Nagaland,2.00,1.20,600.00
Sorghum (Jowar),2002-03  ,Nagaland,2.00,4.00,2000.00
Sorghum (Jowar),2003-04,Nagaland,3.00,5.00,1666.67
Sorghum (Jowar),2004-05,Nagaland,2.50,4.00,1600.00
Sorghum (Jowar),2005-06,Nagaland,0.60,0.80,1333.33
Sorghum (Jowar),2006-07,Nagaland,1.00,0.80,800.00
Sorghum (Jowar),2007-08,Nagaland,1.00,1.10,1100.00
Sorghum (Jowar),2008-09,Nagaland,0.10,0.10,1000.00
Sorghum (Jowar),2009-10,Nagaland,0.24,0.10,416.67
Sorghum (Jowar),2010-11,Nagaland,0.10,0.11,1100.00
Sorghum (Jowar),2011-12,Nagaland,0.12,0.11,916.67
Sorghum (Jowar),2012-13,Nagaland,0.18,0.17,944.44
Sorghum (Jowar),2013-14,Nagaland,0.23,0.22,956.52
Sorghum (Jowar),2014-15,Nagaland,0.24,0.23,958.33
Sorghum (Jowar),2015-16,Nagaland,0.25,0.24,960.00
Sorghum (Jowar),2016-17,Nagaland,0.26,0.25,961.54
Sorghum (Jowar),2017-18,Nagaland,0.27,0.26,963.00
Sorghum (Jowar),2018-19,Nagaland,0.28,0.27,964.00
Sorghum (Jowar),2019-20,Nagaland,0.28,0.27,964.00
Sorghum (Jowar),2018-19,Odisha   ,7.19,4.56,634.00
Sorghum (Jowar),2019-20,Odisha   ,5.81,3.68,633.00
Sorghum (Jowar),1966-67,Orissa   ,9.30,4.90,526.88
Sorghum (Jowar),1967-68,Orissa   ,9.40,7.20,765.96
Sorghum (Jowar),1968-69,Orissa   ,14.30,12.00,839.16
Sorghum (Jowar),1969-70,Orissa   ,16.90,13.50,798.82
Sorghum (Jowar),1970-71,Orissa   ,17.40,10.80,620.69
Sorghum (Jowar),1971-72,Orissa   ,19.30,14.60,756.48
Sorghum (Jowar),1972-73,Orissa   ,20.90,14.50,693.78
Sorghum (Jowar),1973-74,Orissa   ,22.30,16.70,748.88
Sorghum (Jowar),1974-75,Orissa   ,24.40,14.00,573.77
Sorghum (Jowar),1975-76,Orissa   ,23.60,15.60,661.02
Sorghum (Jowar),1976-77,Orissa   ,33.40,18.90,565.87
Sorghum (Jowar),1977-78,Orissa   ,35.40,23.20,655.37
Sorghum (Jowar),1978-79,Orissa   ,33.00,19.40,587.88
Sorghum (Jowar),1979-80,Orissa   ,22.70,12.10,533.04
Sorghum (Jowar),1980-81,Orissa   ,36.60,24.40,666.67
Sorghum (Jowar),1981-82,Orissa   ,33.90,27.50,811.21
Sorghum (Jowar),1982-83,Orissa   ,37.10,27.80,749.33
Sorghum (Jowar),1983-84,Orissa   ,37.70,37.40,992.04
Sorghum (Jowar),1984-85,Orissa   ,29.00,16.20,558.62
Sorghum (Jowar),1985-86,Orissa   ,35.70,35.00,980.39
Sorghum (Jowar),1986-87,Orissa   ,33.20,24.80,746.99
Sorghum (Jowar),1987-88,Orissa   ,32.50,22.00,676.92
Sorghum (Jowar),1988-89,Orissa   ,30.00,23.90,796.67
Sorghum (Jowar),1989-90,Orissa   ,28.20,20.30,719.86
Sorghum (Jowar),1990-91,Orissa   ,26.80,21.90,817.16
Sorghum (Jowar),1991-92,Orissa   ,27.20,19.00,698.53
Sorghum (Jowar),1992-93,Orissa   ,17.70,11.80,666.67
Sorghum (Jowar),1993-94,Orissa   ,23.10,15.80,683.98
Sorghum (Jowar),1994-95,Orissa   ,21.80,13.60,623.85
Sorghum (Jowar),1995-96,Orissa   ,20.20,14.10,698.02
Sorghum (Jowar),1996-97,Orissa   ,18.40,10.80,586.96
Sorghum (Jowar),1997-98,Orissa   ,15.00,8.00,533.33
Sorghum (Jowar),1998-99,Orissa   ,14.20,7.50,528.17
Sorghum (Jowar),1999-00,Orissa   ,14.00,8.00,571.43
Sorghum (Jowar),2000-01      ,Orissa   ,13.00,8.00,615.38
Sorghum (Jowar),2001-02         ,Orissa   ,12.30,7.10,577.24
Sorghum (Jowar),2002-03  ,Orissa   ,11.00,5.70,518.18
Sorghum (Jowar),2003-04,Orissa   ,11.10,6.40,576.58
Sorghum (Jowar),2004-05,Orissa   ,10.10,5.50,544.55
Sorghum (Jowar),2005-06,Orissa   ,9.50,5.70,600.00
Sorghum (Jowar),2006-07,Orissa   ,9.50,5.80,610.53
Sorghum (Jowar),2007-08,Orissa   ,9.30,5.80,623.66
Sorghum (Jowar),2008-09,Orissa   ,8.90,5.60,629.21
Sorghum (Jowar),2009-10,Orissa   ,9.03,5.78,640.09
Sorghum (Jowar),2010-11,Orissa   ,8.90,5.40,606.74
Sorghum (Jowar),2011-12,Orissa   ,8.63,5.44,630.36
Sorghum (Jowar),2012-13,Orissa   ,7.84,4.90,625.40
Sorghum (Jowar),2013-14,Orissa   ,7.46,4.66,624.66
Sorghum (Jowar),2014-15,Orissa   ,6.69,4.19,626.31
Sorghum (Jowar),2015-16,Orissa   ,6.21,3.89,626.41
Sorghum (Jowar),2016-17,Orissa   ,5.47,3.44,628.88
Sorghum (Jowar),2017-18,Orissa   ,5.62,3.55,632.00
Sorghum (Jowar),1966-67,Pondicherry ,,,
Sorghum (Jowar),1967-68,Pondicherry ,,,
Sorghum (Jowar),1968-69,Pondicherry ,,,
Sorghum (Jowar),1969-70,Pondicherry ,0.10,0.10,1000.00
Sorghum (Jowar),1970-71,Pondicherry ,,0.10,
Sorghum (Jowar),1971-72,Pondicherry ,,,
Sorghum (Jowar),1972-73,Pondicherry ,0.10,0.10,1000.00
Sorghum (Jowar),1973-74,Pondicherry ,0.10,0.10,1000.00
Sorghum (Jowar),1974-75,Pondicherry ,0.10,0.20,2000.00
Sorghum (Jowar),1975-76,Pondicherry ,0.30,0.80,2666.67
Sorghum (Jowar),1976-77,Pondicherry ,0.30,1.10,3666.67
Sorghum (Jowar),1977-78,Pondicherry ,0.20,0.60,3000.00
Sorghum (Jowar),1978-79,Pondicherry ,0.10,0.30,3000.00
Sorghum (Jowar),1979-80,Pondicherry ,,,
Sorghum (Jowar),1980-81,Pondicherry ,,0.10,
Sorghum (Jowar),1981-82,Pondicherry ,0.10,0.10,1000.00
Sorghum (Jowar),1982-83,Pondicherry ,0.10,0.20,2000.00
Sorghum (Jowar),1983-84,Pondicherry ,0.10,0.10,1000.00
Sorghum (Jowar),1984-85,Pondicherry ,,,
Sorghum (Jowar),1985-86,Pondicherry ,,,
Sorghum (Jowar),1986-87,Pondicherry ,,,
Sorghum (Jowar),1987-88,Pondicherry ,,,
Sorghum (Jowar),1988-89,Pondicherry ,,,
Sorghum (Jowar),1989-90,Pondicherry ,,,
Sorghum (Jowar),1990-91,Pondicherry ,,,
Sorghum (Jowar),1991-92,Pondicherry ,,,
Sorghum (Jowar),1992-93,Pondicherry ,,,
Sorghum (Jowar),1993-94,Pondicherry ,,,
Sorghum (Jowar),1994-95,Pondicherry ,,,
Sorghum (Jowar),1995-96,Pondicherry ,,,
Sorghum (Jowar),1996-97,Pondicherry ,,,
Sorghum (Jowar),1997-98,Pondicherry ,,,
Sorghum (Jowar),1998-99,Pondicherry ,,,
Sorghum (Jowar),1999-00,Pondicherry ,,,
Sorghum (Jowar),2000-01      ,Pondicherry ,,,
Sorghum (Jowar),2001-02         ,Pondicherry ,,,
Sorghum (Jowar),2002-03  ,Pondicherry ,,,
Sorghum (Jowar),2003-04,Pondicherry ,0.10,0.10,1000.00
Sorghum (Jowar),2004-05,Pondicherry ,0.10,0.10,1000.00
Sorghum (Jowar),2005-06,Pondicherry ,0.10,0.10,1000.00
Sorghum (Jowar),2006-07,Pondicherry ,0.10,0.10,1000.00
Sorghum (Jowar),2007-08,Pondicherry ,0.00,0.00,
Sorghum (Jowar),2008-09,Pondicherry ,0.00,0.00,
Sorghum (Jowar),2009-10,Pondicherry ,0.01,0.01,1500.00
Sorghum (Jowar),2010-11,Pondicherry ,,,
Sorghum (Jowar),2011-12,Pondicherry ,,,
Sorghum (Jowar),2012-13,Pondicherry ,,,
Sorghum (Jowar),2013-14,Pondicherry ,,,
Sorghum (Jowar),2014-15,Pondicherry ,,,
Sorghum (Jowar),2015-16,Pondicherry ,,,
Sorghum (Jowar),2016-17,Pondicherry ,,,
Sorghum (Jowar),2017-18,Pondicherry ,,,
Sorghum (Jowar),2018-19,Puducherry ,,,
Sorghum (Jowar),2019-20,Puducherry ,,,
Sorghum (Jowar),1966-67,Punjab,5.80,2.60,448.28
Sorghum (Jowar),1967-68,Punjab,6.00,4.00,666.67
Sorghum (Jowar),1968-69,Punjab,3.00,3.00,1000.00
Sorghum (Jowar),1969-70,Punjab,3.00,3.00,1000.00
Sorghum (Jowar),1970-71,Punjab,5.10,2.80,549.02
Sorghum (Jowar),1971-72,Punjab,3.10,1.80,580.65
Sorghum (Jowar),1972-73,Punjab,6.70,3.40,507.46
Sorghum (Jowar),1973-74,Punjab,4.60,2.70,586.96
Sorghum (Jowar),1974-75,Punjab,3.30,2.10,636.36
Sorghum (Jowar),1975-76,Punjab,5.20,3.10,596.15
Sorghum (Jowar),1976-77,Punjab,4.10,2.50,609.76
Sorghum (Jowar),1977-78,Punjab,1.80,1.20,666.67
Sorghum (Jowar),1978-79,Punjab,1.80,1.30,722.22
Sorghum (Jowar),1979-80,Punjab,1.40,0.80,571.43
Sorghum (Jowar),1980-81,Punjab,1.20,0.80,666.67
Sorghum (Jowar),1981-82,Punjab,2.50,1.90,760.00
Sorghum (Jowar),1982-83,Punjab,1.40,1.90,1357.14
Sorghum (Jowar),1983-84,Punjab,1.00,1.10,1100.00
Sorghum (Jowar),1984-85,Punjab,0.60,0.60,1000.00
Sorghum (Jowar),1985-86,Punjab,,,
Sorghum (Jowar),1986-87,Punjab,0.20,0.20,1000.00
Sorghum (Jowar),1987-88,Punjab,0.70,0.60,857.14
Sorghum (Jowar),1988-89,Punjab,3.10,3.10,1000.00
Sorghum (Jowar),1989-90,Punjab,0.50,0.50,1000.00
Sorghum (Jowar),1990-91,Punjab,0.30,0.30,1000.00
Sorghum (Jowar),1991-92,Punjab,0.20,0.20,1000.00
Sorghum (Jowar),1992-93,Punjab,0.10,0.10,1000.00
Sorghum (Jowar),1993-94,Punjab,0.30,0.30,1000.00
Sorghum (Jowar),1994-95,Punjab,0.30,0.30,1000.00
Sorghum (Jowar),1995-96,Punjab,2.60,2.20,846.15
Sorghum (Jowar),1996-97,Punjab,2.60,2.20,846.15
Sorghum (Jowar),1997-98,Punjab,0.20,0.20,1000.00
Sorghum (Jowar),1998-99,Punjab,0.20,0.20,1000.00
Sorghum (Jowar),1999-00,Punjab,0.00,0.00,
Sorghum (Jowar),2000-01      ,Punjab,0.10,0.10,1000.00
Sorghum (Jowar),2001-02         ,Punjab,0.10,0.10,1000.00
Sorghum (Jowar),2002-03  ,Punjab,0.00,0.00,
Sorghum (Jowar),2003-04,Punjab,,,
Sorghum (Jowar),2004-05,Punjab,,,
Sorghum (Jowar),2005-06,Punjab,,,
Sorghum (Jowar),2006-07,Punjab,,,
Sorghum (Jowar),2007-08,Punjab,0.10,0.10,1000.00
Sorghum (Jowar),2008-09,Punjab,0.10,0.10,1000.00
Sorghum (Jowar),2009-10,Punjab,0.10,0.10,1000.00
Sorghum (Jowar),2010-11,Punjab,0.00,0.00,
Sorghum (Jowar),2011-12,Punjab,,,
Sorghum (Jowar),2012-13,Punjab,,,
Sorghum (Jowar),2013-14,Punjab,,,
Sorghum (Jowar),2014-15,Punjab,,,
Sorghum (Jowar),2015-16,Punjab,,,
Sorghum (Jowar),2016-17,Punjab,,,
Sorghum (Jowar),2017-18,Punjab,,,
Sorghum (Jowar),2018-19,Punjab,,,
Sorghum (Jowar),2019-20,Punjab,,,
Sorghum (Jowar),1966-67,Rajasthan,1134.50,345.80,304.80
Sorghum (Jowar),1967-68,Rajasthan,1168.50,428.10,366.37
Sorghum (Jowar),1968-69,Rajasthan,945.80,199.30,210.72
Sorghum (Jowar),1969-70,Rajasthan,1167.10,413.90,354.64
Sorghum (Jowar),1970-71,Rajasthan,1178.80,572.80,485.92
Sorghum (Jowar),1971-72,Rajasthan,923.20,252.60,273.61
Sorghum (Jowar),1972-73,Rajasthan,988.70,307.80,311.32
Sorghum (Jowar),1973-74,Rajasthan,1115.00,390.60,350.31
Sorghum (Jowar),1974-75,Rajasthan,811.00,312.80,385.70
Sorghum (Jowar),1975-76,Rajasthan,713.10,189.70,266.02
Sorghum (Jowar),1976-77,Rajasthan,839.90,360.10,428.74
Sorghum (Jowar),1977-78,Rajasthan,723.80,280.00,386.85
Sorghum (Jowar),1978-79,Rajasthan,825.70,330.70,400.51
Sorghum (Jowar),1979-80,Rajasthan,848.40,153.30,180.69
Sorghum (Jowar),1980-81,Rajasthan,1002.20,337.60,336.86
Sorghum (Jowar),1981-82,Rajasthan,968.90,407.90,420.99
Sorghum (Jowar),1982-83,Rajasthan,951.30,356.20,374.43
Sorghum (Jowar),1983-84,Rajasthan,985.50,591.40,600.10
Sorghum (Jowar),1984-85,Rajasthan,837.90,414.50,494.69
Sorghum (Jowar),1985-86,Rajasthan,983.00,374.80,381.28
Sorghum (Jowar),1986-87,Rajasthan,1006.40,238.80,237.28
Sorghum (Jowar),1987-88,Rajasthan,981.40,216.60,220.71
Sorghum (Jowar),1988-89,Rajasthan,1042.80,539.40,517.26
Sorghum (Jowar),1989-90,Rajasthan,826.90,327.60,396.18
Sorghum (Jowar),1990-91,Rajasthan,931.00,518.40,556.82
Sorghum (Jowar),1991-92,Rajasthan,707.70,157.40,222.41
Sorghum (Jowar),1992-93,Rajasthan,775.40,411.50,530.69
Sorghum (Jowar),1993-94,Rajasthan,660.60,160.50,242.96
Sorghum (Jowar),1994-95,Rajasthan,678.60,273.10,402.45
Sorghum (Jowar),1995-96,Rajasthan,593.50,139.40,234.88
Sorghum (Jowar),1996-97,Rajasthan,622.60,290.90,467.23
Sorghum (Jowar),1997-98,Rajasthan,561.30,267.20,476.04
Sorghum (Jowar),1998-99,Rajasthan,535.30,153.80,287.32
Sorghum (Jowar),1999-00,Rajasthan,556.00,173.20,311.51
Sorghum (Jowar),2000-01      ,Rajasthan,674.00,134.50,199.55
Sorghum (Jowar),2001-02         ,Rajasthan,614.70,254.40,413.86
Sorghum (Jowar),2002-03  ,Rajasthan,532.40,68.50,128.66
Sorghum (Jowar),2003-04,Rajasthan,739.00,527.40,713.67
Sorghum (Jowar),2004-05,Rajasthan,573.00,265.90,464.05
Sorghum (Jowar),2005-06,Rajasthan,588.50,169.70,288.36
Sorghum (Jowar),2006-07,Rajasthan,662.00,367.80,555.59
Sorghum (Jowar),2007-08,Rajasthan,625.30,394.70,631.22
Sorghum (Jowar),2008-09,Rajasthan,576.60,332.90,577.35
Sorghum (Jowar),2009-10,Rajasthan,718.46,104.20,145.03
Sorghum (Jowar),2010-11,Rajasthan,726.90,508.90,700.10
Sorghum (Jowar),2011-12,Rajasthan,553.75,410.11,740.60
Sorghum (Jowar),2012-13,Rajasthan,680.38,420.39,617.88
Sorghum (Jowar),2013-14,Rajasthan,579.62,356.67,615.35
Sorghum (Jowar),2014-15,Rajasthan,660.97,504.50,763.27
Sorghum (Jowar),2015-16,Rajasthan,631.17,344.27,545.45
Sorghum (Jowar),2016-17,Rajasthan,579.31,349.54,603.38
Sorghum (Jowar),2017-18,Rajasthan,516.04,300.85,583.00
Sorghum (Jowar),2018-19,Rajasthan,564.39,469.57,832.00
Sorghum (Jowar),2019-20,Rajasthan,642.84,455.77,709.00
Sorghum (Jowar),1966-67,Tamil Nadu   ,744.00,558.80,751.08
Sorghum (Jowar),1967-68,Tamil Nadu   ,750.70,557.80,743.04
Sorghum (Jowar),1968-69,Tamil Nadu   ,666.10,468.10,702.75
Sorghum (Jowar),1969-70,Tamil Nadu   ,731.50,575.10,786.19
Sorghum (Jowar),1970-71,Tamil Nadu   ,749.00,546.80,730.04
Sorghum (Jowar),1971-72,Tamil Nadu   ,717.40,514.60,717.31
Sorghum (Jowar),1972-73,Tamil Nadu   ,679.60,537.20,790.46
Sorghum (Jowar),1973-74,Tamil Nadu   ,640.90,569.30,888.28
Sorghum (Jowar),1974-75,Tamil Nadu   ,675.40,406.40,601.72
Sorghum (Jowar),1975-76,Tamil Nadu   ,816.90,715.60,875.99
Sorghum (Jowar),1976-77,Tamil Nadu   ,841.80,793.20,942.27
Sorghum (Jowar),1977-78,Tamil Nadu   ,750.80,719.20,957.91
Sorghum (Jowar),1978-79,Tamil Nadu   ,695.60,636.10,914.46
Sorghum (Jowar),1979-80,Tamil Nadu   ,721.00,652.10,904.44
Sorghum (Jowar),1980-81,Tamil Nadu   ,537.30,426.00,792.85
Sorghum (Jowar),1981-82,Tamil Nadu   ,668.90,534.20,798.62
Sorghum (Jowar),1982-83,Tamil Nadu   ,650.40,385.60,592.87
Sorghum (Jowar),1983-84,Tamil Nadu   ,746.90,555.80,744.14
Sorghum (Jowar),1984-85,Tamil Nadu   ,686.50,564.60,822.43
Sorghum (Jowar),1985-86,Tamil Nadu   ,729.40,642.10,880.31
Sorghum (Jowar),1986-87,Tamil Nadu   ,730.40,658.50,901.56
Sorghum (Jowar),1987-88,Tamil Nadu   ,764.20,768.80,1006.02
Sorghum (Jowar),1988-89,Tamil Nadu   ,592.70,561.00,946.52
Sorghum (Jowar),1989-90,Tamil Nadu   ,583.70,562.90,964.37
Sorghum (Jowar),1990-91,Tamil Nadu   ,541.10,548.80,1014.23
Sorghum (Jowar),1991-92,Tamil Nadu   ,511.80,552.60,1079.72
Sorghum (Jowar),1992-93,Tamil Nadu   ,484.20,486.20,1004.13
Sorghum (Jowar),1993-94,Tamil Nadu   ,506.30,486.20,960.30
Sorghum (Jowar),1994-95,Tamil Nadu   ,432.00,490.00,1134.26
Sorghum (Jowar),1995-96,Tamil Nadu   ,383.40,329.70,859.94
Sorghum (Jowar),1996-97,Tamil Nadu   ,395.00,361.80,915.95
Sorghum (Jowar),1997-98,Tamil Nadu   ,380.40,377.70,992.90
Sorghum (Jowar),1998-99,Tamil Nadu   ,364.90,369.20,1011.78
Sorghum (Jowar),1999-00,Tamil Nadu   ,351.30,345.80,984.34
Sorghum (Jowar),2000-01      ,Tamil Nadu   ,331.30,306.00,923.63
Sorghum (Jowar),2001-02         ,Tamil Nadu   ,317.00,275.00,867.51
Sorghum (Jowar),2002-03  ,Tamil Nadu   ,319.60,210.80,659.57
Sorghum (Jowar),2003-04,Tamil Nadu   ,401.60,246.00,612.55
Sorghum (Jowar),2004-05,Tamil Nadu   ,376.70,252.10,669.23
Sorghum (Jowar),2005-06,Tamil Nadu   ,316.30,231.40,731.58
Sorghum (Jowar),2006-07,Tamil Nadu   ,294.30,294.00,998.98
Sorghum (Jowar),2007-08,Tamil Nadu   ,283.30,247.80,874.69
Sorghum (Jowar),2008-09,Tamil Nadu   ,258.90,214.10,826.96
Sorghum (Jowar),2009-10,Tamil Nadu   ,238.58,221.67,929.12
Sorghum (Jowar),2010-11,Tamil Nadu   ,243.47,246.99,1014.46
Sorghum (Jowar),2011-12,Tamil Nadu   ,197.69,252.52,1277.35
Sorghum (Jowar),2012-13,Tamil Nadu   ,193.86,165.02,851.23
Sorghum (Jowar),2013-14,Tamil Nadu   ,347.13,449.57,1295.11
Sorghum (Jowar),2014-15,Tamil Nadu   ,347.52,512.60,1475.02
Sorghum (Jowar),2015-16,Tamil Nadu   ,339.16,467.99,1379.85
Sorghum (Jowar),2016-17,Tamil Nadu   ,268.39,153.87,573.31
Sorghum (Jowar),2017-18,Tamil Nadu   ,385.64,430.59,1116.55
Sorghum (Jowar),2018-19,Tamil Nadu   ,385.85,464.48,1203.80
Sorghum (Jowar),2019-20,Tamil Nadu   ,450.00,520.07,1155.70
Sorghum (Jowar),2012-13,Telangana,122.26,125.87,1029.53
Sorghum (Jowar),2013-14,Telangana,109.06,111.02,1017.97
Sorghum (Jowar),2014-15,Telangana,79.00,83.00,1050.63
Sorghum (Jowar),2015-16,Telangana,76.00,76.00,1000.00
Sorghum (Jowar),2016-17,Telangana,90.00,88.00,977.78
Sorghum (Jowar),2017-18,Telangana,67.00,73.02,1089.79
Sorghum (Jowar),2018-19,Telangana,56.00,67.30,1201.75
Sorghum (Jowar),2019-20,Telangana,88.00,123.86,1407.45
Sorghum (Jowar),2018-19,Tripura,0.96,0.77,799.83
Sorghum (Jowar),2019-20,Tripura,0.88,0.72,817.05
Sorghum (Jowar),1966-67,Uttar Pradesh,901.80,358.10,397.09
Sorghum (Jowar),1967-68,Uttar Pradesh,902.40,470.00,520.83
Sorghum (Jowar),1968-69,Uttar Pradesh,823.60,452.70,549.66
Sorghum (Jowar),1969-70,Uttar Pradesh,722.10,431.40,597.42
Sorghum (Jowar),1970-71,Uttar Pradesh,734.20,486.00,661.94
Sorghum (Jowar),1971-72,Uttar Pradesh,620.70,227.60,366.68
Sorghum (Jowar),1972-73,Uttar Pradesh,729.20,524.00,718.60
Sorghum (Jowar),1973-74,Uttar Pradesh,704.00,472.00,670.45
Sorghum (Jowar),1974-75,Uttar Pradesh,718.00,414.10,576.74
Sorghum (Jowar),1975-76,Uttar Pradesh,709.80,462.00,650.89
Sorghum (Jowar),1976-77,Uttar Pradesh,703.00,483.80,688.19
Sorghum (Jowar),1977-78,Uttar Pradesh,673.60,550.90,817.84
Sorghum (Jowar),1978-79,Uttar Pradesh,658.20,481.10,730.93
Sorghum (Jowar),1979-80,Uttar Pradesh,680.10,166.10,244.23
Sorghum (Jowar),1980-81,Uttar Pradesh,677.90,406.00,598.91
Sorghum (Jowar),1981-82,Uttar Pradesh,685.90,604.60,881.47
Sorghum (Jowar),1982-83,Uttar Pradesh,564.20,283.80,503.01
Sorghum (Jowar),1983-84,Uttar Pradesh,644.70,544.80,845.04
Sorghum (Jowar),1984-85,Uttar Pradesh,659.00,566.30,859.33
Sorghum (Jowar),1985-86,Uttar Pradesh,630.30,419.60,665.71
Sorghum (Jowar),1986-87,Uttar Pradesh,579.40,467.50,806.87
Sorghum (Jowar),1987-88,Uttar Pradesh,587.60,439.70,748.30
Sorghum (Jowar),1988-89,Uttar Pradesh,555.30,503.00,905.82
Sorghum (Jowar),1989-90,Uttar Pradesh,571.00,615.00,1077.06
Sorghum (Jowar),1990-91,Uttar Pradesh,526.50,493.00,936.37
Sorghum (Jowar),1991-92,Uttar Pradesh,459.80,361.70,786.65
Sorghum (Jowar),1992-93,Uttar Pradesh,472.30,436.70,924.62
Sorghum (Jowar),1993-94,Uttar Pradesh,440.90,422.60,958.49
Sorghum (Jowar),1994-95,Uttar Pradesh,397.90,393.90,989.95
Sorghum (Jowar),1995-96,Uttar Pradesh,441.00,418.00,947.85
Sorghum (Jowar),1996-97,Uttar Pradesh,433.30,361.80,834.99
